t1,t2,f1,f2,E
24.3,24.400000000000002,300.0,350.0,0.01779365724406377
13.9,14.0,150.0,200.0,0.017656907128758025
13.100000000000001,13.200000000000001,300.0,350.0,0.017640910334556385
10.5,10.600000000000001,150.0,200.0,0.01760566758452803
14.200000000000001,14.3,100.0,150.0,0.017533056925529058
19.1,19.200000000000003,150.0,200.0,0.017508081866812686
19.8,19.900000000000002,200.0,250.0,0.01750284590542038
11.3,11.4,150.0,200.0,0.017484321646836422
7.7,7.800000000000001,100.0,150.0,0.01747206838441305
19.200000000000003,19.3,200.0,250.0,0.017470610682119515
8.200000000000001,8.3,250.0,300.0,0.01732029713133612
23.700000000000003,23.8,100.0,150.0,0.01727840690341059
24.1,24.200000000000003,400.0,450.0,0.0172744128602939
18.7,18.8,400.0,450.0,0.017235011765274404
17.8,17.900000000000002,300.0,350.0,0.01722585679392687
17.2,17.3,200.0,250.0,0.017218305144805338
23.400000000000002,23.5,250.0,300.0,0.017212770823174954
5.1000000000000005,5.2,200.0,250.0,0.017171622053043015
15.700000000000001,15.8,200.0,250.0,0.01716503728951084
7.300000000000001,7.4,100.0,150.0,0.017158144356703032
19.6,19.700000000000003,300.0,350.0,0.017155580742906268
17.1,17.2,250.0,300.0,0.017079258108171718
22.8,22.900000000000002,150.0,200.0,0.017051489132411224
10.600000000000001,10.700000000000001,150.0,200.0,0.01701717333044216
12.9,13.0,300.0,350.0,0.016991791810375703
19.3,19.400000000000002,100.0,150.0,0.01698276688570831
26.3,26.400000000000002,200.0,250.0,0.01695302102113417
14.4,14.5,350.0,400.0,0.016928161311224973
21.6,21.700000000000003,150.0,200.0,0.01690474312261466
19.8,19.900000000000002,250.0,300.0,0.016877793689161983
19.5,19.6,100.0,150.0,0.01679604275257374
19.200000000000003,19.3,150.0,200.0,0.016729044409594496
22.900000000000002,23.0,250.0,300.0,0.016722879965331585
9.600000000000001,9.700000000000001,200.0,250.0,0.016651322472512373
17.2,17.3,300.0,350.0,0.016615177075317566
23.3,23.400000000000002,100.0,150.0,0.01657384918287036
20.200000000000003,20.3,300.0,350.0,0.016463622165571946
4.1000000000000005,4.2,100.0,150.0,0.016397589509936836
10.5,10.600000000000001,300.0,350.0,0.01634490535730966
23.8,23.900000000000002,150.0,200.0,0.016327182026119325
14.5,14.600000000000001,100.0,150.0,0.016312816114443907
17.6,17.7,100.0,150.0,0.016237958481895437
14.3,14.4,100.0,150.0,0.016184024496985836
13.600000000000001,13.700000000000001,150.0,200.0,0.01617397832697602
16.2,16.3,300.0,350.0,0.016162399549619188
20.3,20.400000000000002,200.0,250.0,0.016011546972591613
12.200000000000001,12.3,200.0,250.0,0.01601132393528458
13.9,14.0,300.0,350.0,0.01596101669349114
16.8,16.900000000000002,400.0,450.0,0.01595256462368667
4.2,4.3,300.0,350.0,0.015940035397622156
19.0,19.1,300.0,350.0,0.015938317752663116
21.3,21.400000000000002,400.0,450.0,0.015863164834362873
23.5,23.6,250.0,300.0,0.015842758106155756
16.8,16.900000000000002,150.0,200.0,0.01578343708374315
18.6,18.7,250.0,300.0,0.015757573443124964
24.5,24.6,200.0,250.0,0.015749033937975183
18.5,18.6,150.0,200.0,0.015733134525106524
15.5,15.600000000000001,250.0,300.0,0.01569295880128067
25.1,25.200000000000003,300.0,350.0,0.015636834047791044
22.700000000000003,22.8,150.0,200.0,0.015611822510623154
18.900000000000002,19.0,400.0,450.0,0.01552566994051054
25.0,25.1,300.0,350.0,0.015518818033222352
13.4,13.5,200.0,250.0,0.015372898563408816
14.4,14.5,100.0,150.0,0.015267027255005026
20.400000000000002,20.5,150.0,200.0,0.015212192783105677
22.8,22.900000000000002,250.0,300.0,0.01518732160260773
11.100000000000001,11.200000000000001,100.0,150.0,0.015180168328550219
19.400000000000002,19.5,100.0,150.0,0.015151544287681873
10.100000000000001,10.200000000000001,300.0,350.0,0.01511459870583233
13.700000000000001,13.8,100.0,150.0,0.015031332011293308
14.5,14.600000000000001,200.0,250.0,0.01502373903506898
15.3,15.4,200.0,250.0,0.014974570687815705
25.200000000000003,25.3,100.0,150.0,0.014963316365387043
24.1,24.200000000000003,200.0,250.0,0.0149482391461747
20.8,20.900000000000002,200.0,250.0,0.014890914393354718
19.0,19.1,150.0,200.0,0.014739447523421496
7.2,7.300000000000001,100.0,150.0,0.01471470586337249
